the age:,Gender:,Area:,Current educational level:,marital status:,Employment status:,Do you use social media applications?,What social media platforms do you use?,What app do you use the most?,How many hours do you spend on social media platforms daily?,Do you feel anxious or stressed after reading negative comments on your posts?,Are you worried about missing out on important information or events when you're not using social media?,Do you feel that using social media has affected your ability to focus and accomplish daily tasks?,Do you think that consuming quick content (such as watching short videos and push notifications...) has affected your patience and ability to deal with long tasks?,Do you use social media right before going to sleep?,Do you have difficulty sleeping because of thinking about what you saw on social media platforms?,Does the number of likes or comments you get on your posts affect you?,Have you changed your opinion or feeling based on the reactions of others on social media platforms?,Do you prefer interacting with friends or family online rather than face-to-face?,How often do you find yourself using social media for longer than you planned?,How do you feel when you compare your life to the lives of others on social media?,"What methods, if any, do you use to limit your social media access?"
35-44,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Instagram,6-May,rarely,sometimes,sometimes,rarely,sometimes,"No, never","Yes, always",sometimes,sometimes,rarely,"No, never",Leave the device
45-54,male,Riyadh,Ph.D,married,Full time employee,Yes,"Facebook, X (Twitter), Youtube, WhatsApp",WhatsApp,2-Jan,I don't post,rarely,rarely,rarely,rarely,rarely,I don't care about the number of likes or comments,"No, never","No, never",rarely,"I do not compare myself, but I am satisfied with myself, thank God",I don't need that
35-44,feminine,Riyadh,Bachelor's degree,married,housewife,Yes,"Facebook, Instagram, Snapchat, WhatsApp, Telegram",WhatsApp,6-May,sometimes,sometimes,sometimes,"Yes, a lot",sometimes,"No, never",I don't care about the number of likes or comments,rarely,rarely,always,"I feel satisfied with myself and my life, thank God",Being busy with necessary work and tasks and trying to make gatherings for friends and family in reality
55 and more,feminine,Riyadh,High school or equivalent,married,retired,Yes,"Instagram, WhatsApp",Youtube,2-Jan,"Yes, always","No, never","Yes, a lot",rarely,sometimes,"No, never","No, never","No, never","Yes, always",rarely,I don't feel any of that,Keep him away for a while
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,6-May,sometimes,"No, never","Yes, a lot","Yes, a lot","Yes, always",rarely,I don't care about the number of likes or comments,rarely,"No, never",sometimes,"I do not compare my life with the life of others, thank God","Leaving the device on and sometimes shutting it down, deleting the social media applications that distract me"
35-44,male,Riyadh,Ph.D,married,Full time employee,Yes,"Facebook, LinkedIn, WhatsApp",WhatsApp,2-Jan,sometimes,rarely,sometimes,"Yes, a lot","Yes, always","No, never","No, never",sometimes,sometimes,sometimes,Better life,Leave the device
13-17,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Youtube, WhatsApp, Telegram, Locket",Telegram,10-Sep,I don't post,"Yes, always",sometimes,sometimes,sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",rarely,I change my life and give advice and learn from other people's mistakes and stress sometimes and I worry a lot and think constantly,I close or remove the application until I finish and then return to it
45-54,feminine,Riyadh,Ph.D,married,Full time employee,Yes,"TikTok, Snapchat, WhatsApp, Telegram",WhatsApp,2-Jan,I don't post,"No, never",sometimes,sometimes,sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",rarely,I don't compare,"I don't use any method, I can control it, thank God"
18-24,feminine,Al-Baha,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Youtube,6-May,I don't post,rarely,rarely,sometimes,sometimes,sometimes,I don't care about the number of likes or comments,rarely,"Yes, always",always,Feeling motivated and inspired to become better than them,Leave the device for a long time
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,X (Twitter),X (Twitter),8-Jul,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always","Yes, always","Yes, always",always,??,??
13-17,feminine,Riyadh,Less than high school,bachelor,student,Yes,"Instagram, TikTok, Snapchat, WhatsApp, Telegram, Locket",Snapchat,4-Mar,rarely,sometimes,"Yes, a lot","Yes, a lot","Yes, always",sometimes,"No, never",sometimes,"Yes, always",always,Not the best comparison,Airplane mode
35-44,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,sometimes,sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always",I don't care about the number of likes or comments,sometimes,rarely,always,I wish for a better life,Leave the device
25-34,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"TikTok, Youtube",TikTok,6-May,I don't post,sometimes,sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,rarely,"No, never",rarely,Feeling inferior sometimes,Use software to set application limits
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, Youtube, WhatsApp, Telegram",Youtube,4-Mar,I don't post,"No, never",sometimes,"Yes, a lot",rarely,"No, never",I don't care about the number of likes or comments,"No, never","No, never",rarely,.,.
13-17,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, WhatsApp, Telegram",Instagram,2-Jan,"No, never","No, never",rarely,"Yes, a lot","No, never","No, never",rarely,"No, never","No, never",sometimes,I don't care about other people's lives online. It's easy to fake reality on these sites,"I only use the device for necessities, and for entertainment I prefer to spend my time with hobbies that do not require using the phone, and I set the priorities that I must accomplish on the phone so that I do not get distracted."
13-17,feminine,Riyadh,Less than high school,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, Telegram",Youtube,2-Jan,I don't post,rarely,sometimes,"No, never",rarely,"No, never",I don't care about the number of likes or comments,"No, never","Yes, always",sometimes,I don't do that,Do not disturb mode and place the device in a secluded place sometimes
35-44,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, Snapchat, WhatsApp",WhatsApp,8-Jul,I don't post,rarely,"Yes, a lot","Yes, a lot","Yes, always",sometimes,rarely,rarely,"No, never",always,Aspire to change,nothing
18-24,male,Riyadh,High school or equivalent,bachelor,"Student, full-time employee",Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,8-Jul,I don't post,sometimes,"Yes, a lot","Yes, a lot","Yes, always","No, never",I don't care about the number of likes or comments,rarely,sometimes,always,"Sometimes I envy people, and sometimes I say, Praise be to God, who has healed us and favored us over many of His creation.",Watch a series or movie
45-54,feminine,Riyadh,Less than high school,married,housewife,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,8-Jul,I don't post,"No, never","No, never",rarely,sometimes,rarely,"No, never","No, never","No, never",never,I don't care about the lives of others,Others
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),6-May,"No, never","No, never",sometimes,sometimes,"Yes, always","No, never","No, never",rarely,"No, never",sometimes,nothing,Do not use it excessively
35-44,male,Riyadh,Master's,married,Full time employee,Yes,"Facebook, X (Twitter), LinkedIn, Youtube, WhatsApp, Telegram",WhatsApp,2-Jan,I don't post,rarely,sometimes,sometimes,sometimes,"No, never",I don't care about the number of likes or comments,rarely,rarely,sometimes,"frustration,",Leave the device
35-44,feminine,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), LinkedIn, Youtube, WhatsApp",Instagram,2-Jan,I don't post,"No, never",rarely,rarely,sometimes,rarely,I don't care about the number of likes or comments,"No, never","No, never",rarely,I never compare my life to them,nothing
25-34,feminine,Riyadh,Bachelor's degree,bachelor,Not employed,Yes,"Instagram, X (Twitter), TikTok, Snapchat, WhatsApp, Telegram",X (Twitter),6-May,I don't post,"No, never","Yes, a lot",sometimes,sometimes,"No, never",I don't care about the number of likes or comments,rarely,sometimes,sometimes,Sometimes I feel frustrated but it quickly goes away,"If there are tasks or work, you will automatically limit the use of communication programs"
18-24,feminine,Riyadh,High school or equivalent,bachelor,"Student, unemployed",Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Locket",Instagram,6-May,I don't post,"No, never",sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,sometimes,rarely,always,I often feel inspired to improve myself but sometimes I feel discouraged,Turn on Do Not Disturb when I want to focus on something else
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,2-Jan,sometimes,sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always","Yes, always","No, never",sometimes,A mixture of all feelings,Turn off my phone
45-54,feminine,Riyadh,High school or equivalent,married,retired,Yes,"X (Twitter), TikTok, Snapchat, WhatsApp",WhatsApp,4-Mar,"Yes, always",rarely,sometimes,"Yes, a lot",sometimes,sometimes,sometimes,rarely,"No, never",rarely,Better life,Read the Qur?an a lot and spend time doing housework
35-44,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, X (Twitter), LinkedIn, WhatsApp",WhatsApp,4-Mar,I don't post,rarely,sometimes,sometimes,"Yes, always",sometimes,I don't care about the number of likes or comments,sometimes,rarely,always,I wish for a better life,Leave the device
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",WhatsApp,6-May,rarely,sometimes,"Yes, a lot","Yes, a lot","Yes, always",rarely,I don't care about the number of likes or comments,rarely,sometimes,sometimes,Motivation,Shut down the network
35-44,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, X (Twitter), WhatsApp",WhatsApp,4-Mar,"Yes, always",sometimes,"Yes, a lot","No, never",sometimes,"No, never",sometimes,"No, never","No, never",always,I'm not affected by that,No methods I use
45-54,feminine,Riyadh,Less than high school,married,housewife,Yes,X (Twitter),X (Twitter),2-Jan,"No, never","No, never",sometimes,rarely,sometimes,"No, never","Yes, always",sometimes,"No, never",sometimes,"Praise be to God, I do not compare myself to anyone, especially celebrities, and I do not try to follow them, as their entire lives mean nothing to me. God divides sustenance, and the most important thing is to take it in a halal way. Of course, everyone seeks what benefits him and pleases his Lord.","When the interest is in things other than communication, the person is more preoccupied with them. Also, leaving the device away is better, and reducing the number of applications and programs. This limits preoccupation with them."
45-54,feminine,Riyadh,diploma,married,housewife,Yes,"Facebook, Instagram, Telegram",Facebook,10-Sep,"No, never",sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always",sometimes,"Yes, always",always,"I do not feel any deficiency, praise be to God, but it takes a lot of my time and I was able to accomplish many things",Use software to set application limits
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,4-Mar,I don't post,rarely,"Yes, a lot","Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,rarely,"No, never",always,Frustration sometimes,He left the device in a room outside my room
35-44,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, TikTok, WhatsApp, Telegram",Instagram,4-Mar,sometimes,sometimes,"Yes, a lot",sometimes,"Yes, always",sometimes,rarely,sometimes,rarely,always,loss,Get out of the house
45-54,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, X (Twitter), WhatsApp",WhatsApp,6-May,sometimes,"Yes, always",sometimes,rarely,"Yes, always",sometimes,sometimes,sometimes,sometimes,always,In answers,Turn off the internet
13-17,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,6-May,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always","No, never",sometimes,sometimes,rarely,always,I want to rest,sleep
35-44,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Youtube,2-Jan,"Yes, always",sometimes,"Yes, a lot","Yes, a lot",rarely,sometimes,"No, never",rarely,"No, never",sometimes,inspiration,Going out of the house for a walk
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",Snapchat,4-Mar,rarely,sometimes,rarely,rarely,"Yes, always","No, never",sometimes,"No, never",rarely,always,I don't compare my life to anyone,Turn off the internet or turn off the mobile phone
13-17,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Youtube, WhatsApp, Telegram, Locket",TikTok,6-May,sometimes,"Yes, always",sometimes,sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,rarely,"No, never",sometimes,I don't compare my life,Doing household chores
35-44,feminine,Riyadh,Master's,bachelor,student,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Facebook,10-Sep,sometimes,sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always",sometimes,rarely,always,It gives me motivation to achieve,nothing
45-54,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Facebook, Instagram, X (Twitter), TikTok, Snapchat, WhatsApp, Telegram",WhatsApp,4-Mar,"No, never","No, never",sometimes,"No, never","Yes, always","No, never","No, never","No, never",sometimes,sometimes,normal,"No, never"
25-34,feminine,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, LinkedIn, Snapchat, WhatsApp",Instagram,6-May,I don't post,"No, never","Yes, a lot",sometimes,"Yes, always","No, never",I don't care about the number of likes or comments,rarely,sometimes,always,"There is no comparison, everyone has their own life",I just don't know and I don't have anything to keep me busy
25-34,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"Facebook, Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,"Yes, always",rarely,rarely,"No, never","Yes, always",rarely,"No, never","No, never",sometimes,rarely,Feeling motivated or inspired,nothing
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,10-Sep,sometimes,sometimes,sometimes,rarely,"Yes, always",sometimes,sometimes,rarely,rarely,sometimes,Motivation and inspiration,Establish a schedule and plans
18-24,male,Mecca,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,12 hours or more,"Yes, always",sometimes,"Yes, a lot",rarely,"Yes, always","Yes, always","No, never","Yes, always","Yes, always",sometimes,I wish for a better life,I distract myself with other things away from the mobile phone
